form,data
.,".,PUNCT,None"
Масса,"масса,NOUN,Inan,Nom,Fem,Sing"
нового,"новый,ADJ,Gen,Pos,Masc,Sing"
тепловоза,"тепловоз,NOUN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
служебном,"служебный,ADJ,Loc,Pos,Neut,Sing"
состоянии,"состояние,NOUN,Inan,Loc,Neut,Sing"
",",",,PUNCT,None"
в,"в,ADP,None"
основном,"основное,NOUN,Inan,Loc,Neut,Sing"
из-за,"из-за,ADP,None"
добалансировки,"добалансировка,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
увеличилась,"увеличиться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
до,"до,ADP,None"
2,"2,NUM,Inan,Gen,Fem,Card"
×,"×,SYM,None"
138,"138,NUM,Acc,Card"
т,"т,NOUN,Inan,Gen,Fem,Plur"
.,".,PUNCT,None"
Вторая,"второй,ADJ,Nom,Pos,Fem,Sing"
версия,"версия,NOUN,Inan,Nom,Fem,Sing"
связана,"связать,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
с,"с,ADP,None"
именем,"имя,NOUN,Inan,Ins,Neut,Sing"
святого,"святой,ADJ,Gen,Pos,Masc,Sing"
Евстатеоса,"Евстатеос,PROPN,Anim,Gen,Masc,Sing"
(,"(,PUNCT,None"
Евстафия,"Евстафий,PROPN,Anim,Gen,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
ученика,"ученик,NOUN,Anim,Gen,Masc,Sing"
апостола,"апостол,NOUN,Anim,Gen,Masc,Sing"
Фаддея,"Фаддей,PROPN,Anim,Gen,Masc,Sing"
",",",,PUNCT,None"
проповедовавшего,"проповедовать,VERB,Anim,Imp,Gen,Masc,Sing,Past,Part,Act"
христианство,"христианство,NOUN,Inan,Acc,Neut,Sing"
в,"в,ADP,None"
Армении,"Армения,PROPN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
1977,"1977,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
тот,"тот,DET,Nom,Masc,Sing"
же,"же,PART,None"
завод,"завод,NOUN,Inan,Nom,Masc,Sing"
создал,"создать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
грузовой,"грузовой,ADJ,Inan,Acc,Pos,Masc,Sing"
тепловоз,"тепловоз,NOUN,Inan,Acc,Masc,Sing"
серии,"серия,NOUN,Inan,Gen,Fem,Sing"
2ТЭ121,"2тэ121,NUM,Inan,Nom,Masc,Sing,Card"
.,".,PUNCT,None"
Тирсены,"тирсен,NOUN,Anim,Nom,Masc,Plur"
(,"(,PUNCT,None"
этруски,"этруск,NOUN,Anim,Nom,Masc,Plur"
),"),PUNCT,None"
",",",,PUNCT,None"
пеласги,"пеласг,NOUN,Anim,Nom,Masc,Plur"
",",",,PUNCT,None"
тевкры,"тевкр,NOUN,Anim,Nom,Masc,Plur"
и,"и,CCONJ,None"
ряд,"ряд,NOUN,Inan,Nom,Masc,Sing"
других,"другой,ADJ,Gen,Pos,Plur"
народов,"народ,NOUN,Inan,Gen,Masc,Plur"
упоминаются,"упоминаться,VERB,Imp,Ind,Plur,3,Fut,Fin,Mid"
совместно,"совместно,ADV,Pos"
в,"в,ADP,None"
составе,"состав,NOUN,Inan,Loc,Masc,Sing"
``,"``,PUNCT,None"
народов,"народ,NOUN,Inan,Gen,Masc,Plur"
моря,"море,NOUN,Inan,Gen,Neut,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
",",",,PUNCT,None"
мигрировавших,"мигрировать,VERB,Inan,Imp,Gen,Plur,Past,Part,Act"
в,"в,ADP,None"
XII,"XII,ADJ,Loc,Pos,Masc,Sing"
в.,"век,NOUN,Inan,Loc,Masc,Sing"
до,"до,ADP,None"
н.,"наш,DET,Gen,Fem,Sing"
э.,"эра,NOUN,Inan,Gen,Fem,Sing"
из,"из,ADP,None"
Малой,"малый,ADJ,Gen,Pos,Fem,Sing"
Азии,"Азия,PROPN,Inan,Gen,Fem,Sing"
и,"и,CCONJ,None"
напавших,"нападать,VERB,Inan,Perf,Gen,Plur,Past,Part,Act"
на,"на,ADP,None"
Египет,"Египет,PROPN,Inan,Acc,Masc,Sing"
.,".,PUNCT,None"
Над,"над,ADP,None"
маврусиями,"маврусий,NOUN,Anim,Ins,Masc,Plur"
",",",,PUNCT,None"
жившими,"жить,VERB,Anim,Imp,Ins,Plur,Past,Part,Act"
около,"около,ADP,None"
Триполи,"Триполи,PROPN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
правил,"править,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
Каваон,"Каваон,PROPN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
талантливый,"талантливый,ADJ,Nom,Pos,Masc,Sing"
военачальник,"военачальник,NOUN,Anim,Nom,Masc,Sing"
и,"и,CCONJ,None"
весьма,"весьма,ADV,Pos"
проницательный,"проницательный,ADJ,Nom,Pos,Masc,Sing"
вождь,"вождь,NOUN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Стоимость,"стоимость,NOUN,Inan,Nom,Fem,Sing"
проезда,"проезд,NOUN,Inan,Gen,Masc,Sing"
с,"с,ADP,None"
апреля,"апрель,NOUN,Inan,Gen,Masc,Sing"
2013,"2013,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
--,"--,PUNCT,None"
15,"15,NUM,Nom,Card"
рублей,"рубль,NOUN,Inan,Dat,Masc,Plur"
.,".,PUNCT,None"
``,"``,PUNCT,None"
Тхеконг,"Тхеконг,PROPN,Inan,Nom,Masc,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
(,"(,PUNCT,None"
),"),PUNCT,None"
--,"--,PUNCT,None"
вьетнамский,"вьетнамский,ADJ,Nom,Pos,Masc,Sing"
футбольный,"футбольный,ADJ,Nom,Pos,Masc,Sing"
клуб,"клуб,NOUN,Inan,Nom,Masc,Sing"
из,"из,ADP,None"
Ханоя,"Ханой,PROPN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
представлявший,"представлять,VERB,Inan,Imp,Nom,Masc,Sing,Past,Part,Act"
Народную,"народный,ADJ,Acc,Pos,Fem,Sing"
армию,"армия,NOUN,Inan,Acc,Fem,Sing"
Вьетнама,"Вьетнам,PROPN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Уголовный,"уголовный,ADJ,Nom,Pos,Masc,Sing"
кодекс,"кодекс,NOUN,Inan,Nom,Masc,Sing"
Российской,"российский,ADJ,Gen,Pos,Fem,Sing"
Федерации,"федерация,NOUN,Inan,Gen,Fem,Sing"
(,"(,PUNCT,None"
УК,"ук,NOUN,Inan,Nom,Masc,Sing"
РФ,"РФ,PROPN,Inan,Gen,Fem,Sing"
),"),PUNCT,None"
--,"--,PUNCT,None"
основной,"основной,ADJ,Nom,Pos,Masc,Sing"
и,"и,CCONJ,None"
единственный,"единственный,ADJ,Nom,Pos,Masc,Sing"
источник,"источник,NOUN,Inan,Nom,Masc,Sing"
уголовного,"уголовный,ADJ,Gen,Pos,Neut,Sing"
права,"право,NOUN,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
единственный,"единственный,ADJ,Nom,Pos,Masc,Sing"
нормативный,"нормативный,ADJ,Nom,Pos,Masc,Sing"
акт,"акт,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
устанавливающий,"устанавливать,VERB,Inan,Imp,Nom,Masc,Sing,Pres,Part,Act"
преступность,"преступность,NOUN,Inan,Acc,Fem,Sing"
и,"и,CCONJ,None"
наказуемость,"наказуемость,NOUN,Inan,Acc,Fem,Sing"
деяний,"деяние,NOUN,Inan,Gen,Neut,Plur"
на,"на,ADP,None"
территории,"территория,NOUN,Inan,Loc,Fem,Sing"
Российской,"российский,ADJ,Gen,Pos,Fem,Sing"
Федерации,"федерация,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
России,"Россия,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Позже,"позже,ADV,Cmp"
были,"быть,AUX,Imp,Ind,Plur,Past,Fin"
построены,"построить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
двухэтажное,"двухэтажный,ADJ,Nom,Pos,Neut,Sing"
ведомственное,"ведомственный,ADJ,Nom,Pos,Neut,Sing"
общежитие,"общежитие,NOUN,Inan,Nom,Neut,Sing"
пожарной,"пожарный,ADJ,Gen,Pos,Fem,Sing"
охраны,"охрана,NOUN,Inan,Gen,Fem,Sing"
(,"(,PUNCT,None"
за,"за,ADP,None"
номером,"номер,NOUN,Inan,Ins,Masc,Sing"
1б,"1б,NUM,Inan,Nom,Masc,Sing,Card"
в,"в,ADP,None"
1954,"1954,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
двухэтажный,"двухэтажный,ADJ,Nom,Pos,Masc,Sing"
кирпичный,"кирпичный,ADJ,Nom,Pos,Masc,Sing"
жилой,"жилой,ADJ,Nom,Pos,Masc,Sing"
домом,"дом,NOUN,Inan,Nom,Masc,Sing"
(,"(,PUNCT,None"
за,"за,ADP,None"
номером,"номер,NOUN,Inan,Ins,Masc,Sing"
80,"80,NUM,Nom,Card"
),"),PUNCT,None"
",",",,PUNCT,None"
двухэтажное,"двухэтажный,ADJ,Nom,Pos,Neut,Sing"
общежитие,"общежитие,NOUN,Inan,Nom,Neut,Sing"
объединения,"объединение,NOUN,Inan,Gen,Neut,Sing"
``,"``,PUNCT,None"
Гомельстройматериалы,"Гомельстройматериалы,PROPN,Inan,Nom,Masc,Plur"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
(,"(,PUNCT,None"
за,"за,ADP,None"
номером,"номер,NOUN,Inan,Ins,Masc,Sing"
63,"63,NUM,Inan,Nom,Card"
),"),PUNCT,None"
.,".,PUNCT,None"
``,"``,PUNCT,None"
Главный,"главный,ADJ,Nom,Pos,Masc,Sing"
промысел,"промысел,NOUN,Inan,Nom,Masc,Sing"
и,"и,CCONJ,None"
упражнение,"упражнение,NOUN,Inan,Nom,Neut,Sing"
яицких,"яицкий,ADJ,Gen,Pos,Plur"
казаков,"казак,NOUN,Anim,Gen,Masc,Plur"
состоит,"состоять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
в,"в,ADP,None"
рыбной,"рыбный,ADJ,Loc,Pos,Fem,Sing"
ловле,"ловля,NOUN,Inan,Loc,Fem,Sing"
",",",,PUNCT,None"
которая,"который,PRON,Inan,Nom,Fem,Sing"
нигде,"нигде,ADV,Pos"
в,"в,ADP,None"
России,"Россия,PROPN,Inan,Loc,Fem,Sing"
столь,"столь,ADV,Pos"
хорошо,"хорошо,ADV,Pos"
не,"не,PART,Neg"
распоряжена,"распорядить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
и,"и,CCONJ,None"
законами,"закон,NOUN,Inan,Ins,Masc,Plur"
не,"не,PART,Neg"
ограничена,"ограничить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
",",",,PUNCT,None"
как,"как,ADP,None"
в,"в,ADP,None"
здешнем,"здешний,ADJ,Loc,Pos,Neut,Sing"
месте,"место,NOUN,Inan,Loc,Neut,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
",",",,PUNCT,None"
--,"--,PUNCT,None"
писал,"писать,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
в,"в,ADP,None"
XVIII,"XVIII,ADJ,Loc,Pos,Masc,Sing"
веке,"век,NOUN,Inan,Loc,Masc,Sing"
академик,"академик,NOUN,Anim,Nom,Masc,Sing"
Паллас,"Паллас,PROPN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Федотино,"Федотино,PROPN,Inan,Nom,Neut,Sing"
--,"--,PUNCT,None"
деревня,"деревня,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
восточной,"восточный,ADJ,Loc,Pos,Fem,Sing"
части,"часть,NOUN,Inan,Loc,Fem,Sing"
Порховского,"порховский,ADJ,Gen,Pos,Masc,Sing"
района,"район,NOUN,Inan,Gen,Masc,Sing"
Псковской,"псковский,ADJ,Gen,Pos,Fem,Sing"
области,"область,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Законных,"законный,ADJ,Anim,Acc,Pos,Plur"
детей,"ребенок,NOUN,Anim,Acc,Masc,Plur"
не,"не,PART,Neg"
оставил,"оставить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
.,".,PUNCT,None"
Усмань,"Усмань,PROPN,Inan,Nom,Fem,Sing"
являлась,"являться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
центром,"центр,NOUN,Inan,Ins,Masc,Sing"
хлебной,"хлебный,ADJ,Gen,Pos,Fem,Sing"
торговли,"торговля,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
что,"что,PRON,Inan,Nom,Neut,Sing"
и,"и,PART,None"
послужило,"послужить,VERB,Perf,Neut,Ind,Sing,Past,Fin,Act"
мотивом,"мотив,NOUN,Inan,Ins,Masc,Sing"
для,"для,ADP,None"
составления,"составление,NOUN,Inan,Gen,Neut,Sing"
флага,"флаг,NOUN,Inan,Gen,Masc,Sing"
городу,"город,NOUN,Inan,Dat,Masc,Sing"
.,".,PUNCT,None"
Наложим,"наложить,VERB,Perf,Ind,Plur,1,Fut,Fin,Act"
на,"на,ADP,None"
функцию,"функция,NOUN,Inan,Acc,Fem,Sing"
Грина,"Грин,PROPN,Anim,Gen,Masc,Sing"
граничные,"граничный,ADJ,Inan,Acc,Pos,Plur"
условия,"условие,NOUN,Inan,Acc,Neut,Plur"
",",",,PUNCT,None"
совпадающие,"совпадать,VERB,Inan,Imp,Acc,Plur,Pres,Part,Act"
с,"с,ADP,None"
граничными,"граничный,ADJ,Ins,Pos,Plur"
условиями,"условие,NOUN,Inan,Ins,Neut,Plur"
исходной,"исходный,ADJ,Gen,Pos,Fem,Sing"
задачи,"задача,NOUN,Inan,Gen,Fem,Sing"
(,"(,PUNCT,None"
пункт,"пункт,NOUN,Inan,Nom,Masc,Sing"
3,"3,NUM,Inan,Nom,Card"
упомянутой,"упомянуть,VERB,Inan,Perf,Gen,Fem,Sing,Past,Part,Pass"
во,"во,ADP,None"
вводном,"вводный,ADJ,Loc,Pos,Neut,Sing"
замечании,"замечание,NOUN,Inan,Loc,Neut,Sing"
теоремы,"теорема,NOUN,Inan,Gen,Fem,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
С,"с,ADP,None"
1998,"1998,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
вице-мэр,"вице-мэр,NOUN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
в,"в,ADP,None"
2003-2012,"2003-2012,ADJ,Loc,Pos,Plur"
годах,"год,NOUN,Inan,Loc,Masc,Plur"
мэр,"мэр,NOUN,Anim,Nom,Masc,Sing"
города,"город,NOUN,Inan,Gen,Masc,Sing"
Шанхай,"Шанхай,PROPN,Inan,Nom,Masc,Sing"
.,".,PUNCT,None"
Хидден,"хидден,X,Yes"
-,"-,PUNCT,None"
Хиллс,"Хиллс,X,Yes"
расположен,"расположенный,ADJ,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
в,"в,ADP,None"
поперечном,"поперечный,ADJ,Loc,Pos,Masc,Sing"
диапазоне,"диапазон,NOUN,Inan,Loc,Masc,Sing"
горы,"гора,NOUN,Inan,Gen,Fem,Sing"
Сими,"Сими,X,Yes"
-,"-,PUNCT,None"
Хиллс,"Хиллс,X,Yes"
рядом,"рядом,ADV,Pos"
с,"с,ADP,None"
горой,"гора,NOUN,Inan,Ins,Fem,Sing"
Санта-Моника,"Санта-Моника,X,Yes"
и,"и,CCONJ,None"
имеет,"иметь,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
координаты,"координата,NOUN,Inan,Acc,Fem,Plur"
(,"(,PUNCT,None"
34.167557,"34.167557,NUM,Nom,Card"
",",",,PUNCT,None"
−,"−,PUNCT,None"
118.660918,"118.660918,NUM,Nom,Card"
),"),PUNCT,None"
.,".,PUNCT,None"
Подчинён,"подчинить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
административному,"административный,ADJ,Dat,Pos,Masc,Sing"
округу,"округ,NOUN,Inan,Dat,Masc,Sing"
Верхняя,"верхний,ADJ,Nom,Pos,Fem,Sing"
Франкония,"Франкония,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
сезоне,"сезон,NOUN,Inan,Loc,Masc,Sing"
2004,"2004,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
2005,"2005,ADJ,Nom,Pos,Masc,Sing"
он,"он,PRON,Nom,Masc,Sing,3"
стал,"стать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
лучшим,"лучший,ADJ,Ins,Pos,Masc,Sing"
бомбардиром,"бомбардир,NOUN,Anim,Ins,Masc,Sing"
команды,"команда,NOUN,Inan,Gen,Fem,Sing"
с,"с,ADP,None"
23,"23,NUM,Inan,Ins,Card"
мячами,"мяч,NOUN,Inan,Ins,Masc,Plur"
",",",,PUNCT,None"
которые,"который,PRON,Inan,Nom,Plur"
помогли,"помочь,VERB,Perf,Ind,Plur,Past,Fin,Act"
пробиться,"пробиться,VERB,Perf,Inf,Mid"
``,"``,PUNCT,None"
Вест,"Вест,X,Yes"
Хэму,"Хэм,PROPN,Inan,Dat,Masc,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
в,"в,ADP,None"
плей-офф,"плей-офф,NOUN,Inan,Acc,Masc,Sing"
Первого,"первый,ADJ,Gen,Pos,Masc,Sing"
Дивизиона,"дивизион,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
",",",,PUNCT,None"
в,"в,ADP,None"
конце,"конец,NOUN,Inan,Loc,Masc,Sing"
концов,"конец,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
завоевать,"завоевать,VERB,Perf,Inf,Act"
повышение,"повышение,NOUN,Inan,Acc,Neut,Sing"
в,"в,ADP,None"
классе,"класс,NOUN,Inan,Loc,Masc,Sing"
.,".,PUNCT,None"
Занимает,"занимать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
площадь,"площадь,NOUN,Inan,Acc,Fem,Sing"
"1,64","1,64,NUM,Inan,Nom,Card"
км2,"км2,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Обладатель,"обладатель,NOUN,Anim,Nom,Masc,Sing"
кубка,"кубок,NOUN,Inan,Gen,Masc,Sing"
получает,"получать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
право,"право,NOUN,Inan,Acc,Neut,Sing"
на,"на,ADP,None"
участие,"участие,NOUN,Inan,Acc,Neut,Sing"
в,"в,ADP,None"
первом,"первый,ADJ,Loc,Pos,Masc,Sing"
квалификационном,"квалификационный,ADJ,Loc,Pos,Masc,Sing"
раунде,"раунд,NOUN,Inan,Loc,Masc,Sing"
Лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
Европы,"Европа,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Население,"население,NOUN,Inan,Nom,Neut,Sing"
по,"по,ADP,None"
переписи,"перепись,NOUN,Inan,Dat,Fem,Sing"
2001,"2001,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
составляло,"составлять,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
217,"217,NUM,Acc,Card"
человек,"человек,NOUN,Anim,Gen,Masc,Plur"
.,".,PUNCT,None"
В,"в,ADP,None"
этих,"этот,DET,Loc,Plur"
фактах,"факт,NOUN,Inan,Loc,Masc,Plur"
Чирнхаус,"Чирнхаус,PROPN,Anim,Nom,Masc,Sing"
видит,"видеть,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
основу,"основа,NOUN,Inan,Acc,Fem,Sing"
познания,"познание,NOUN,Inan,Gen,Neut,Sing"
вообще,"вообще,ADV,Pos"
",",",,PUNCT,None"
основу,"основа,NOUN,Inan,Acc,Fem,Sing"
морали,"мораль,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
основу,"основа,NOUN,Inan,Acc,Fem,Sing"
рационального,"рациональный,ADJ,Gen,Pos,Neut,Sing"
и,"и,CCONJ,None"
эмпирического,"эмпирический,ADJ,Gen,Pos,Neut,Sing"
познания,"познание,NOUN,Inan,Gen,Neut,Sing"
в,"в,ADP,None"
частности,"частность,NOUN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
Расположен,"расположить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
на,"на,ADP,None"
границе,"граница,NOUN,Inan,Loc,Fem,Sing"
коммун,"коммуна,NOUN,Inan,Gen,Fem,Plur"
(,"(,PUNCT,None"
департамент,"департамент,NOUN,Inan,Nom,Masc,Sing"
Коррез,"Коррез,PROPN,Inan,Nom,Masc,Sing"
),"),PUNCT,None"
и,"и,CCONJ,None"
(,"(,PUNCT,None"
департамент,"департамент,NOUN,Inan,Nom,Masc,Sing"
Пюи,"пюи,X,Yes"
-,"-,PUNCT,None"
де,"де,X,Yes"
-,"-,PUNCT,None"
Дом,"Дом,PROPN,Inan,Nom,Masc,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
Жан,"Жан,PROPN,Anim,Nom,Masc,Sing"
Шевре,"Шевре,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
15,"15,ADJ,Nom,Pos,Neut,Sing"
марта,"март,NOUN,Inan,Gen,Masc,Sing"
1747,"1747,ADJ,Gen,Pos,Masc,Sing"
",",",,PUNCT,None"
Милан,"Милан,PROPN,Inan,Nom,Masc,Sing"
--,"--,PUNCT,None"
5,"5,ADJ,Nom,Pos,Neut,Sing"
августа,"август,NOUN,Inan,Gen,Masc,Sing"
1820,"1820,ADJ,Gen,Pos,Masc,Sing"
",",",,PUNCT,None"
там,"там,ADV,Pos"
же,"же,PART,None"
),"),PUNCT,None"
--,"--,PUNCT,None"
французский,"французский,ADJ,Nom,Pos,Masc,Sing"
философ,"философ,NOUN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
моралист,"моралист,NOUN,Anim,Nom,Masc,Sing"
и,"и,CCONJ,None"
писатель,"писатель,NOUN,Anim,Nom,Masc,Sing"
эпохи,"эпоха,NOUN,Inan,Gen,Fem,Sing"
Революции,"революция,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Лечился,"лечиться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
деревнях,"деревня,NOUN,Inan,Loc,Fem,Plur"
Некрасово,"Некрасово,PROPN,Inan,Nom,Neut,Sing"
",",",,PUNCT,None"
Мосолово,"Мосолово,PROPN,Inan,Nom,Neut,Sing"
и,"и,CCONJ,None"
Дылдино,"Дылдино,PROPN,Inan,Nom,Neut,Sing"
.,".,PUNCT,None"
Проводил,"проводить,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
исследования,"исследование,NOUN,Inan,Acc,Neut,Plur"
в,"в,ADP,None"
области,"область,NOUN,Inan,Loc,Fem,Sing"
геологии,"геология,NOUN,Inan,Gen,Fem,Sing"
болот,"болото,NOUN,Inan,Gen,Neut,Plur"
и,"и,CCONJ,None"
анализа,"анализ,NOUN,Inan,Gen,Masc,Sing"
пыльцы,"пыльца,NOUN,Inan,Gen,Fem,Sing"
в,"в,ADP,None"
ходе,"ход,NOUN,Inan,Loc,Masc,Sing"
раскопок,"раскопка,NOUN,Inan,Gen,Fem,Plur"
охотничьей,"охотничий,ADJ,Gen,Pos,Fem,Sing"
стоянки,"стоянка,NOUN,Inan,Gen,Fem,Sing"
позднего,"поздний,ADJ,Gen,Pos,Masc,Sing"
ледникового,"ледниковый,ADJ,Gen,Pos,Masc,Sing"
периода,"период,NOUN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
Майендорфе,"Майендорф,PROPN,Inan,Loc,Masc,Sing"
близ,"близ,ADP,None"
Гамбурга,"Гамбург,PROPN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Экспедиция,"экспедиция,NOUN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
которую,"который,PRON,Inan,Acc,Fem,Sing"
возглавил,"возглавить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
Карл,"Карл,PROPN,Anim,Nom,Masc,Sing"
Эйкли,"Эйкли,PROPN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
началась,"начаться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
1905,"1905,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
и,"и,CCONJ,None"
продолжалась,"продолжаться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
около,"около,ADP,None"
года,"год,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Занимает,"занимать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
площадь,"площадь,NOUN,Inan,Acc,Fem,Sing"
"37,79","37,79,NUM,Acc,Card"
км2,"км2,NOUN,Inan,Gen,Masc,Plur"
.,".,PUNCT,None"
Форма,"форма,NOUN,Inan,Nom,Fem,Sing"
острова,"остров,NOUN,Inan,Gen,Masc,Sing"
--,"--,PUNCT,None"
близка,"близкий,ADJ,Pos,Fem,Sing,Short"
к,"к,ADP,None"
прямоугольнику,"прямоугольник,NOUN,Inan,Dat,Masc,Sing"
",",",,PUNCT,None"
длина,"длина,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
направлении,"направление,NOUN,Inan,Loc,Neut,Sing"
с,"с,ADP,None"
севера,"север,NOUN,Inan,Gen,Masc,Sing"
на,"на,ADP,None"
юг,"юг,NOUN,Inan,Acc,Masc,Sing"
около,"около,ADP,None"
"3,5","3,5,NUM,Gen,Card"
км,"км,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
ширина,"ширина,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
направлении,"направление,NOUN,Inan,Loc,Neut,Sing"
восток,"восток,NOUN,Inan,Nom,Masc,Sing"
--,"--,PUNCT,None"
запад,"запад,NOUN,Inan,Nom,Masc,Sing"
около,"около,ADP,None"
"2,5","2,5,NUM,Gen,Card"
км,"км,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
площадь,"площадь,NOUN,Inan,Nom,Fem,Sing"
792,"792,NUM,Inan,Nom,Masc,Card"
га,"га,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Своего,"свой,DET,Anim,Acc,Masc,Sing"
четвёртого,"четвертый,ADJ,Anim,Acc,Pos,Masc,Sing"
ребёнка,"ребенок,NOUN,Anim,Acc,Masc,Sing"
родители,"родитель,NOUN,Anim,Nom,Masc,Plur"
назвали,"назвать,VERB,Perf,Ind,Plur,Past,Fin,Act"
Назарием,"Назарий,PROPN,Anim,Ins,Masc,Sing"
(,"(,PUNCT,None"
это,"этот,DET,Nom,Neut,Sing"
имя,"имя,NOUN,Inan,Nom,Neut,Sing"
означает,"означать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
``,"``,PUNCT,None"
посвященный,"посвятить,VERB,Anim,Perf,Nom,Masc,Sing,Past,Part,Pass"
Богу,"бог,NOUN,Anim,Dat,Masc,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
),"),PUNCT,None"
.,".,PUNCT,None"
С,"с,ADP,None"
